https://www.linkedin.com/jobs/view/desenvolvedor-full-stack-at-pasquali-solution-3925110932?position=1&pageNum=0&refId=ZYGZHIG5jBHS2IPIn5Uy2Q%3D%3D&trackingId=xH5y4qWZO2pgPxC342hBCw%3D%3D&trk=public_jobs_jserp-result_search-card,DESENVOLVEDOR FULL STACK,Pasquali Solution,"Mandatory Requirements
 
Fluent in English
 with excellent written and verbal communication skills. Proven experience as a Full-Stack Developer focusing primarily on backend technologies. Solid skills in 
JavaScript
 frameworks, 
jQuery
, 
HTML
, 
C#
 or 
.NET
, 
XML
, 
Python
, and 
SQL
. Knowledge of front-end technologies for seamless integration, including 
HTML5
, 
CSS3
, and 
JavaScript
. Familiarity with 
RESTful APIs
 and various backend frameworks. Strong problem-solving skills and excellent verbal and written communication skills. Bachelor's degree in Computer Science, Engineering, or a related field. 
Desirable Requirements
 Experience with cloud services like 
Azure
 or 
AWS
 and CI/CD pipelines. Preferable background in product companies. Ability to work in a fast-paced, agile environment. 
Summary of Requirements: 
 
C#, .NET, XML, Python, SQL, JavaScript, HTML, CSS, jQuery, RESTful APIs",
https://www.linkedin.com/jobs/view/desenvolvedor-full-stack-at-pasquali-solution-3913774728?position=2&pageNum=0&refId=ZYGZHIG5jBHS2IPIn5Uy2Q%3D%3D&trackingId=9pTPKkstw2BkmofzdxG%2F9Q%3D%3D&trk=public_jobs_jserp-result_search-card,DESENVOLVEDOR FULL STACK,Pasquali Solution,"Requisitos Obrigatórios
 Formação em Ensino Superior. Experiência em 
Desenvolvimento Web
. Domínio em 
C#
 para o back-end. Conhecimento em 
HTML, CSS, Javascript
 para o front-end. Prática em 
Domain-Driven Design – DDD
. Habilidade com 
testes automatizados
. 
Requisitos Desejáveis
 Experiência com frameworks modernos como 
React
 ou 
Angular
. Conhecimento em metodologias ágeis como Scrum ou Kanban. Familiaridade com ambientes de 
DevOps
 e ferramentas de CI/CD. 
Resumo dos requisitos: 
 
C#, HTML, CSS, Javascript, Domain-Driven Design – DDD, testes automatizados, React, Angular, DevOps",
https://www.linkedin.com/jobs/view/jr-software-developer-at-torch-ai-3941389077?position=3&pageNum=0&refId=ZYGZHIG5jBHS2IPIn5Uy2Q%3D%3D&trackingId=DB1cS3H37jx8xCcImJaH4w%3D%3D&trk=public_jobs_jserp-result_search-card,Jr. Software Developer,Torch.AI,"Protecting America’s national security and promoting the prosperity of the American people are our top priorities. 
Increasingly aggressive global adversaries have created a generational challenge which demands integrated deterrence. American industry loses $600 billion annually due to theft and expropriation of critical technology making the counterintelligence mission paramount. Cyber-attacks on government and commercial networks have soared to unprecedented levels. Data is becoming increasingly complex. By next year, every human on the planet will create an average of 1.7mb of data per second. Information is the new battlefield. Torch.AI plays a pivotal role in using AI to make data easier to use and combat these ever-increasing challenges. Learn more about how you can be a part of a great mission!
Become Part of the Torch.AI Journey!
At Torch.AI, we’re on a journey to improve decision-making and enterprise efficiency at scale with a new form of in-memory AI for the world’s most important mission-driven organizations. Today, we help improve national security, protect U.S. interests, eliminate fraud, reduce risk, and enable better customers experiences. Our team is highly mission-focused and cares deeply about the work we do as a leading force in the data and AI field and a key partner supporting U.S. strategic, operational, and tactical military forces, warfighters, and national defense capabilities. We're passionate about solving complex problems, through relentless dedication, resulting in amazing outcomes. Join us in our mission to help organizations unlock human potential through innovative tactical and enterprise AI solutions.
Unlock Your Potential 
Join our elite team in a rare opportunity as a Entry Software Developer. This position is critical to the company’s ability to continue to pioneer in the field of artificial intelligence, and in particular high speed autonomous data fusion, analysis and decision support. You will be directly contributing to Torch.AI’s R&D efforts in a real world customer centric environment. With more than 20 awarded and in flight patents, this is a rare opportunity for technologist with gumption.
What Sets This Role Apart
Our decentralized operating model puts every employee at the forefront of our customers’ missions. 
We value customer intimacy, unique perspectives, and dedication to delivering lasting impact and results. You’ll have the opportunity to work on the frontlines of major customer programs and influence lasting success for Torch.AI and your teammates. 
There are very few companies in the world with the credentials we have. You’ll have an opportunity to support critically important customer missions and work with paradigm-changing technology. 
The role is critical in positioning Torch.AI as a leader in data infrastructure AI in the market and helps ensure the company is well-positioned for the next stages of growth. 
Torch.AI is in the midst of a pivotal, high-growth period, with several initiatives and investments anticipated to fuel hyper-growth across a diverse customer base. 
You’ll play a significant role in strengthening Torch.AI’s reputation as one of Forbes’ Best Startup Employers. 
Ownership and Influence 
Assists in the design and development of new software products with a focus on enhancing existing software solutions. 
Conducts research, testing, and assists in building and integrating new products according to client specifications. 
Supports the management of applications throughout various production stages, collaborating with vendors, partners, and client teams. 
Addresses system integration issues, compatibility challenges, and cross-platform concerns. 
Collaborates with project teams and end-user organizations to understand application requirements. 
Actively contributes as a team member on projects, seeking guidance as needed. 
Assists in the evaluation and recommendation of application software packages, application integration, and testing tools. 
Resolves issues with software and responds to suggestions for improvements and enhancements. 
Adapts quickly to the dynamic needs of our clients. 
Critical Criteria 
B.S. degree in Computer Science or relevant field. 
Demonstrated understanding of software development principles. 
Proficiency with programming languages such as Java and/or Python. 
Basic knowledge of software architecture and design patterns. 
Exposure to database technologies including SQL and NoSQL. 
Familiarity with front-end languages like HTML, JavaScript, and CSS. 
Awareness of the Software Development Life Cycle. 
What We Value
Entrepreneurial mindset. 
Ability to convey complex technical concepts to stakeholders. 
Capability to work collaboratively in interdisciplinary teams. 
Awareness of ethical considerations and responsible AI practices. 
Employee will potentially be a CUI user and must complete specific training and policy notification prior to exposure.
Experience with React and Typescript. 
Familiarity with Development and CICD tools such as Jira, Artifactory, Gitlab, and Chef. 
Understand common integration tools such as Postman, Putty, etc. 
Experience with message brokers (e.g. RabbitMQ), queues, pub-sub. 
Awareness of operating and deploying solutions in public cloud environments (AWS, Azure, and/or GCP). 
Knowledge about graph databases and graph theory. 
Experience using scripting languages (shell scripting). 
Understanding web scraping techniques, libraries/frameworks. 
Basic management and administration of *nix servers. 
Prior experience with Data Science or AI/ML is a plus. 
Excellent problem-solving skills, attention to detail, and ability to thrive in a fast-paced, collaborative environment. 
Eligible for Top Secrect security clearance. 
Professional Ambiance 
This role thrives in a cutting-edge, high-performance workspace. 
Base of operations is located in our Leawood, KS hub, with occasional opportunities for a flexible hybrid/remote work arrangement. 
Equity Program 
Immediate eligibility to participate in the company equity program. 
Instead of stock options or purchase plans, our employees are owners of the company through equity grants. 
Incentives and Advantages 
Competitive salary, performance bonus, and benefits package. 
Opportunity to participate in Torch.AI’s employee equity grant program. 
Unlimited PTO. 
11 paid holidays each year. 
Dynamic and energetic teammates. 
Incredible chance for professional advancement in a rapidly scaling startup environment. 
Weekly in-office catering. 
Access to company suite at the Kansas City T-Mobile Center, with tickets to all major events and concerts. 
Exceptional medical, dental, and vision insurance. 
Company sponsored life and disability coverage. 
Relocation benefits. 
Torch.AI is an Equal Opportunity /Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, national origin, protected veteran status or status as an individual with a disability.
JOB CODE: 1000059",
https://www.linkedin.com/jobs/view/junior-web-developer-at-king-of-freight-3929543487?position=4&pageNum=0&refId=ZYGZHIG5jBHS2IPIn5Uy2Q%3D%3D&trackingId=QDJPsbEHk75FcZ6xDIab%2BA%3D%3D&trk=public_jobs_jserp-result_search-card,Junior Web Developer,King of Freight,"Job DescriptionJob Description
Position: Junior Web Developer
As a Junior Web Developer at our company, you will contribute to the development and maintenance of our web applications under the guidance of experienced developers. You'll collaborate with our team of managers and senior developers to deliver high-quality software that fulfills our company's requirements. Additionally, you will focus on writing clean, maintainable, and well-documented code, while gaining valuable experience in ensuring scalability and maintainability of your projects.
Key Responsibilities
Assist in the development of new web applications and features using modern web technologies such as HTML5, CSS3, JavaScript, PHP, and MySQL.
Work alongside designers and other developers to craft intuitive, user-friendly, and visually appealing user interfaces.
Learn and apply best practices for writing clean, maintainable, and well-documented code.
Help debug and troubleshoot code issues, contributing to solutions in collaboration with the team.
Stay informed about emerging trends and technologies in web development, contributing to the evolution of our development practices.
Qualifications
Experience in web development, including familiarity with HTML5, CSS3, JavaScript, PHP, and MySQL is preferred.
Basic understanding of software development principles and desire to learn best practices and design patterns.
Excellent problem-solving skills, with an aptitude for creative and strategic thinking.
Strong communication and interpersonal skills, with a willingness to learn and collaborate effectively within a team.
If you are a motivated individual looking to start your career in web development and are eager to learn and grow with a dynamic team, we encourage you to apply.
Company Description
Company Overview: Join our dynamic team at King of Freight, a leading logistics company dedicated to efficiency, reliability, and compliance. We specialize in providing top-notch logistics services to a wide range of clients, ensuring seamless transportation. As we continue to expand our operations, we're seeking talented individuals to join us.
Company DescriptionCompany Overview: Join our dynamic team at King of Freight, a leading logistics company dedicated to efficiency, reliability, and compliance. We specialize in providing top-notch logistics services to a wide range of clients, ensuring seamless transportation. As we continue to expand our operations, we're seeking talented individuals to join us.",
https://www.linkedin.com/jobs/view/desenvolvedor-full-stack-at-pasquali-solution-3923281748?position=5&pageNum=0&refId=ZYGZHIG5jBHS2IPIn5Uy2Q%3D%3D&trackingId=v4phv4e68eatwV%2B9ouO3RQ%3D%3D&trk=public_jobs_jserp-result_search-card,DESENVOLVEDOR FULL STACK,Pasquali Solution,"Requisitos Obrigatórios
 Experiência comprovada no desenvolvimento de aplicações web utilizando 
.NET/C#
 no backend e 
Vue.js
 no frontend. Conhecimento sólido de 
HTML, CSS
 e 
JavaScript
. Experiência com frameworks e bibliotecas populares, como 
Bootstrap
 para CSS e Vue. Familiaridade com bancos de dados relacionais, como 
SQL Server
 ou 
MySQL
. Capacidade de escrever código limpo, modular e reutilizável, seguindo padrões de codificação estabelecidos. Excelentes habilidades de comunicação e trabalho em equipe. Capacidade de resolver problemas de forma criativa e eficiente. 
Requisitos Desejáveis
 Conhecimento de 
Mongo.Db
. 
Resumo dos requisitos: 
.NET/C#, Vue.js, HTML, CSS, JavaScript, Bootstrap, SQL Server, MySQL, Mongo.Db",
https://www.linkedin.com/jobs/view/desenvolvedor-full-stack-at-pasquali-solution-3925111908?position=6&pageNum=0&refId=ZYGZHIG5jBHS2IPIn5Uy2Q%3D%3D&trackingId=ClCwYL8Xrs%2BzMBP9zATWLA%3D%3D&trk=public_jobs_jserp-result_search-card,DESENVOLVEDOR FULL STACK,Pasquali Solution,"Requisitos Obrigatórios
 O candidato deve possuir sólida experiência com a linguagem de programação 
C#
, práticas de 
Clean Code
 e princípios 
SOLID
. Além disso, é essencial ter um bom entendimento de 
Orientação a Objetos
 e experiência com 
Teste de Unidade
. 
Requisitos Desejáveis
 É desejável que o candidato tenha conhecimentos em outras tecnologias como 
JavaScript
, 
HTML5
, 
CSS3
 e frameworks como 
Angular
 ou 
React
. Experiência com metodologias ágeis como 
Scrum
 ou 
Kanban
 será um diferencial. 
Resumo dos requisitos:
 
C#
, 
Clean Code
, 
SOLID
, 
Orientação a Objetos
, 
Teste de Unidade",
https://www.linkedin.com/jobs/view/desenvolvedor-front-end-at-pasquali-solution-3942051782?position=7&pageNum=0&refId=ZYGZHIG5jBHS2IPIn5Uy2Q%3D%3D&trackingId=l%2F9d91VbMG7Sb34%2BOClN%2Fg%3D%3D&trk=public_jobs_jserp-result_search-card,DESENVOLVEDOR FRONT-END,Pasquali Solution,"Requisitos Obrigatórios
 Desenvolver e manter interfaces de usuário interativas e dinâmicas utilizando 
Angular
 e/ou 
Vue.js
. Proficiência em 
HTML5
, 
CSS3
 e 
JavaScript ES6+
. Experiência com ferramentas de controle de versão, como 
Git
. Conhecimento de 
TypeScript
, preferencialmente para 
Angular
. Habilidade em criar componentes reutilizáveis e bem estruturados. Conhecimento em práticas de otimização de desempenho e 
SEO
. 
Requisitos Desejáveis
 Experiência com frameworks de estado da aplicação, como 
NgRx
 para 
Angular
 ou 
Vuex
 para 
Vue.js
. Familiaridade com metodologias ágeis 
Scrum
 e 
Kanban
. Capacidade de trabalhar de forma independente e como parte de uma equipe. 
Resumo dos requisitos:
 
Angular
, 
Vue.js
, 
HTML5
, 
CSS3
, 
JavaScript ES6+
, 
TypeScript
, 
Git
, 
SEO",
https://www.linkedin.com/jobs/view/python-developer-internship-at-mindpal-3703090795?position=8&pageNum=0&refId=ZYGZHIG5jBHS2IPIn5Uy2Q%3D%3D&trackingId=f8v7nC79d6ghI%2FMrFmSeIA%3D%3D&trk=public_jobs_jserp-result_search-card,Python Developer (internship),MindPal,"Summer Internship Opportunity - Python Developer at Mindpal (In collaboration with Sky Gate) 
Hello!
We are on the lookout for 2-3 passionate individuals ready to embark on a 3-month unpaid summer internship as Python Developers. This internship provides an excellent opportunity to gain hands-on experience and practical knowledge in the evolving tech industry, offering a viable alternative to expensive courses or boot camps.
At the end of the internship, there is a high probability of transitioning to a paid Junior position within the team, thus kick-starting your career in the tech industry.
Don't miss this chance to be part of a team building applications with state-of-the-art AI tools!
Responsibilities:
Maintain and develop the backend of a recruitment platform based on the Django Rest Framework
Write unit tests for new functionalities
Deliver readable and transparent code
Build dashboards based on SQL queries and process the results
Have direct contact with the client
Requirements:
Enthusiasm for learning and an open mind
Knowledge of Python/Django and an interest in AI/LLM
Candidates ready to work from our office in Gliwice
We look forward to hearing from you!
Requirements
Responsibilities",
https://www.linkedin.com/jobs/view/desenvolvedor-full-stack-at-pasquali-solution-3937078281?position=9&pageNum=0&refId=ZYGZHIG5jBHS2IPIn5Uy2Q%3D%3D&trackingId=It02o1gsFKtMhPRFLvJaOQ%3D%3D&trk=public_jobs_jserp-result_search-card,DESENVOLVEDOR FULL STACK,Pasquali Solution,"Requisitos Obrigatórios
 Experiência com 
Java 8
, 
EJB
, 
Hibernate
, 
JPA
, 
JMS
, 
JAX-RS
 e 
JAX-WS
. Conhecimento sólido em 
SOLID
 e Design Patterns. Habilidade em escrever e executar 
Testes Unitários
 utilizando 
JUnit
 e 
Mockito
. Experiência com arquiteturas de 
Microserviços
, além de proficiência com 
Angular
, 
Sonar
, 
Jenkins
 e 
Git
. 
Requisitos Desejáveis
 Conhecimentos em 
Flex
 e 
ActionScript 3
 são considerados um plus. 
Resumo dos requisitos: 
 
Java 8
, 
EJB
, 
Hibernate
, 
JPA
, 
JMS
, 
JAX-RS
, 
JAX-WS
, 
SOLID
, 
JUnit
, 
Mockito
, 
Microserviços
, 
Angular
, 
Sonar
, 
Jenkins
, 
Git",
https://www.linkedin.com/jobs/view/software-engineer-at-sugarcrm-3942681530?position=10&pageNum=0&refId=ZYGZHIG5jBHS2IPIn5Uy2Q%3D%3D&trackingId=OzJKmlGCeLX3M81%2BjXzbRQ%3D%3D&trk=public_jobs_jserp-result_search-card,Software Engineer,SugarCRM,"About SugarCRM
From the very beginning, SugarCRM had a unique vision: to offer a different kind of Customer Relationship Management (CRM). We pioneered the first commercial open-source CRM platform, and now, more than two decades later, are on a mission to provide products and services that make the hard things easier for sales, marketing and customer service teams. In fact, we help mid-market businesses around the globe reach new levels of performance and predictability by letting our award-winning CRM platform do the work. 
 
Our diverse group of worldwide employees are united and driven by a shared passion for our mission, culture, and values. We treat our employees like humans not line items and are building a culture where your work at Sugar helps fuel personal, professional and business growth – check out our recent ‘Great Place to Work’ certification that we are so proud of. Work/life fit and flexibility for our team matters and together we pride ourselves on solving for our customers, always. 
What’s more, we are a Remote 1st organization, which means we empower everyone to do their best work from home, on the road, or anywhere in between.
 
If you're ready to grow your career and help organizations grow better and faster, you've come to the right place. Find out more about our SugarCRM careers and how you can become a part of our journey. 
We are looking for a curious, highly motivated Software Engineer to create the next generation of SugarCRM software products and tools. In this role you will be a member of a Scrum Team working as a full-stack engineer utilizing modern technologies to develop both front end and back end components for various products with a strong emphasis on reliable, maintainable, and scalable solutions that run in high volume, high availability environments. 
To be successful in this role you must be independent, and be a quick learner with a can-do attitude and a willingness to work with new and emerging technologies. You will have stellar project organization and communication skills, a strong desire to collaborate with your peers, and work well in cross-functional teams. 
Engineers of all experience levels are encouraged to apply, with additional considerations given to candidates willing to act as, or become, a Lead Engineer. 
Impact you will make in the role:
Produce high-quality software on schedule
Extend and optimize current software architecture
Perform design and code reviews regularly
Explore and evangelize new software design and architecture
Challenge, mentor, and learn from your peers
Experiment in order to continually improve processes and products
Basic expertise you will bring in:
2 - 5 years of experience with enterprise software development and/or distributed SaaS systems
2 - 5 years of practical Object Oriented Programming, software programming for the web, experience with emerging languages, technologies and writing unit tests
JavaScript with modern front-end frameworks like React experience is required
Knowledge of, and experience with, creating and consuming RESTful APIs
Knowledge of, and experience with, Advanced SQL and NoSQL data stores
Experience in Agile software development methodologies
Excellent communication skills across a global cross-functional audience
Bachelor's Degree in Computer Science or related field, or 2 - 5 years relevant work experience
Highly Qualified/Preferred Experience
Experience with state management solutions such as Redux is a plus
Experience with Angular.js, NodeJS, Golang, Kubernetes is a plus
Experience with DevOps, AWS, and cloud services is a plus
Experience with microservices, containers, and pipelines is a plus
Experience with test automation is a plus
Experience with Git, Jira, Jenkins and other agile tools a plus
We understand that no candidate is perfectly qualified for any job. Experience comes in different forms; many skills are transferable; and passion goes a long way. Even more important than your resume is a clear demonstration of dedication, impact, and the ability to thrive in a fluid and collaborative environment. We want you to learn new things in this role, and we encourage you to apply if your experience is close to what we’re looking for. We also know that diversity of background and thought makes for better problem solving and more creative thinking, which is why we're dedicated to adding new perspectives to the team.
 
Benefits and Perks:
Beyond a stellar work environment, friendly people, and inspiring work, we have some sweet benefits and perks:
 
·
       
Excellent healthcare package for you and your family 
·
       
Savings and Investment – 401(k) match
·
       
Unlimited Paid Time Off
·
       
Paid Parental Leave
·
       
Online Legal Services (Rocket Lawyer)
·
       
Financial Planning Services (Origin)
·
       
Discounted Pet Insurance (Embrace Pet Insurance)
·
       
Corporate Benefit Program (Working Advantage).  This benefit offers you exclusive travel and entertainment offers       and special discounts that are not available to the general public
·
       
Health and Wellness Reimbursement Program 
·
       
Travel Discounts
·
       
Educational Resources - Career & Personal Development Program
·
       
Employee Referral Bonus Program
·
       
We are a merit-based company - many opportunities to learn, excel and grow your career!
Our company uses E-Verify to confirm the employment eligibility of all newly hired employees. To learn more about E-Verify, including your rights and responsibilities, please visit 
www.dhs.gov/E-Verify
.
If you require a reasonable accommodation to search for a job opening or submit an application, please call +1 (877) 842-7276 with your request and contact information.
Expected salary range, depending on experience.",
